City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
481,tvoroyri,61.5556,-6.8111,9.99,78,99,5.8,FO,1693433264
482,shahgarh,24.3167,79.1333,24.83,77,77,2.15,IN,1693433266
483,devrekani,41.603,33.8392,17.46,51,1,0.81,TR,1693433267
484,khandyga,62.6667,135.6,16.33,76,83,1.8,RU,1693433268
485,piton saint-leu,-21.2196,55.3151,18.04,72,84,5.86,RE,1693433268
486,caribou,46.8606,-68.012,17.24,91,100,9.77,US,1693433269
487,kalevala,65.2,31.1667,14.42,77,100,1.96,RU,1693433270
488,lincoln,40.8,-96.667,31.26,46,20,3.09,US,1693432634
489,marsh harbour,26.5412,-77.0636,30.81,73,81,8.5,BS,1693433121
490,sinop,41.7711,34.8709,23.55,41,0,3.21,TR,1693433273
491,shingu,33.7333,135.9833,25.67,89,100,1.25,JP,1693433274
492,potam,27.6,-110.3833,35.19,51,55,5.77,MX,1693433275
493,cruzeiro do sul,-29.5128,-51.9853,18.62,76,0,0.71,BR,1693433113
494,hacibektas,38.9408,34.5577,18.77,43,0,4.63,TR,1693433277
495,santiago,-33.4569,-70.6483,18.69,57,0,4.63,CL,1693432626
496,conceicao da barra,-18.5933,-39.7322,23.07,93,27,3.03,BR,1693433279
497,hastings,50.8552,0.5729,15.44,32,94,3.51,GB,1693433280
498,port douglas,-16.4833,145.4667,21.15,70,12,1.53,AU,1693433282
499,mangalia,43.8,28.5833,24.2,85,20,2.99,RO,1693433284
500,hibbing,47.4272,-92.9377,25.32,35,0,1.54,US,1693433285
501,saquarema,-22.92,-42.5103,22.02,92,19,3.18,BR,1693433090
502,al ghayzah,16.2079,52.176,26.56,87,92,2.05,YE,1693433288
503,ierapetra,35.01,25.7353,26.19,66,1,0.45,GR,1693433289
504,toijala,61.1678,23.8382,16.04,99,100,1.85,FI,1693433291
505,baley,51.6,116.6333,9.34,74,69,0.8,RU,1693433292
506,mahajanga,-15.7167,46.3167,24.16,58,0,7.66,MG,1693433293
507,kievka,50.2619,71.5514,11.22,55,1,4.62,KZ,1693433294
508,bangassou,4.7413,22.8184,21.53,91,100,0.64,CF,1693433295
509,roosevelt,33.9668,-103.4505,31.12,18,0,2.61,US,1693433296
510,chepo,9.1667,-79.1,32.23,76,73,3.48,PA,1693433299
511,kirakira,-10.4544,161.9205,26.43,86,100,1.54,SB,1693433300
512,arhavi,41.3492,41.3069,22.95,62,0,1.83,TR,1693433301
513,tevriz,57.509,72.4042,14.01,95,100,2.7,RU,1693433304
514,paraiso,9.8383,-83.8656,25.95,79,100,1.3,CR,1693433308
515,cill airne,52.05,-9.5167,13.02,97,100,2.66,IE,1693433310
516,kalix,65.853,23.1565,13.21,84,80,1.17,SE,1693433304
517,likiep,9.8251,169.3107,28.54,78,37,7.27,MH,1693433313
518,puerto madero,14.7208,-92.4215,31.11,89,75,2.57,MX,1693433316
519,nykobing falster,54.7691,11.8743,16.72,83,77,1.79,DK,1693433317
520,gereshk,31.8209,64.5701,28.51,15,0,2.46,AF,1693433318
521,mount isa,-20.7333,139.5,16.87,45,0,6.69,AU,1693433319
522,kui buri,12.0828,99.8543,26.22,82,99,2.37,TH,1693433320
523,wuyang,31.9925,116.2472,19.69,92,5,2.23,CN,1693433321
524,suda,59.1525,37.5582,11.06,77,96,2.55,RU,1693433322
525,mumford,5.2618,-0.759,24.47,92,95,5.42,GH,1693433324
526,gazli,40.1333,63.45,17.91,34,1,4.03,UZ,1693433325
527,monte alegre,-2.0078,-54.0692,30.57,38,2,1.66,BR,1693433326
528,prado,-17.3411,-39.2208,24.08,91,40,3.55,BR,1693433327
529,maputo,-25.9653,32.5892,18.62,85,0,3.15,MZ,1693433220
530,ciudad lazaro cardenas,17.9583,-102.2,30.31,69,64,3.43,MX,1693433330
531,polyarnyy,69.1989,33.4478,11.42,85,17,3.51,RU,1693433331
532,ahtari,62.554,24.0619,13.31,98,100,3.11,FI,1693433332
533,kursenai,55.985,22.9189,19.14,98,100,1.98,LT,1693433334
534,turuntayevo,52.2,107.6167,9.05,73,44,1.03,RU,1693433335
535,yambio,4.5721,28.3955,19.98,96,100,1.14,SS,1693433336
536,ta`u,-14.2336,-169.5144,26.59,80,79,11.89,AS,1693433337
537,villa gesell,-37.2639,-56.973,13.36,80,100,9.18,AR,1693433338
538,weihai,37.5017,122.1136,20.74,67,0,2.55,CN,1693433339
539,selebi-phikwe,-21.979,27.8498,12.79,68,0,1.86,BW,1693433340
540,kiboga,0.9161,31.7742,17.11,76,7,1.27,UG,1693433341
541,gribanovskiy,51.4579,41.9764,14.56,57,50,1.71,RU,1693433342
542,puerto leguizamo,-0.1934,-74.7819,28.04,68,96,0.65,CO,1693433343
543,badou,7.5833,0.6,21.85,91,53,1.42,TG,1693433347
544,maridi,4.9158,29.4742,18.87,95,100,1.88,SS,1693433348
545,collie,-33.3667,116.15,6.95,86,0,2.69,AU,1693433350
546,cozumel,20.5083,-86.9458,33.04,83,40,4.12,MX,1693433352
547,peterhead,57.5058,-1.7981,12.22,89,0,4.56,GB,1693433354
548,dombarovskiy,50.7587,59.5386,9.6,84,43,4.25,RU,1693433355
549,luderitz,-26.6481,15.1594,16.41,77,24,2.47,NA,1693433356
550,khagaria,25.5,86.4833,29.26,66,54,2.5,IN,1693433358
551,antalaha,-14.9003,50.2788,20.73,86,29,4.25,MG,1693433362
552,chashniki,54.8569,29.1607,19.49,85,84,1.6,BY,1693433366
553,rio preto da eva,-2.6994,-59.6997,33.83,27,35,0.65,BR,1693433369
